,year,Origen,Destino,Refugiados,Busca_asilo,Rechazados,Desplazamiento_interno,Rechazados_interno
2931,2010,Belarus,New Zealand,5,0,0,0,0
2932,2010,Brazil,New Zealand,0,5,0,0,0
2933,2010,Bulgaria,New Zealand,7,0,0,0,0
2934,2010,Cambodia,New Zealand,10,0,0,0,0
2935,2010,China,New Zealand,130,11,0,0,0
2936,2010,Chile,New Zealand,6,0,0,0,0
2937,2010,Cameroon,New Zealand,5,0,0,0,0
2938,2010,Congo,New Zealand,15,0,0,0,0
2939,2010,Dem. Rep. of the Congo,New Zealand,7,0,0,0,0
2940,2010,Colombia,New Zealand,36,0,0,0,0
2941,2010,Cuba,New Zealand,5,0,0,0,0
2942,2010,Czechia,New Zealand,66,14,0,0,0
2943,2010,Eritrea,New Zealand,8,0,0,0,0
2944,2010,Ethiopia,New Zealand,25,0,0,0,0
2945,2010,Fiji,New Zealand,6,22,0,0,0
2946,2010,Palestinian,New Zealand,11,0,0,0,0
2947,2010,Germany,New Zealand,0,5,0,0,0
2948,2010,India,New Zealand,12,0,0,0,0
2949,2010,Iran (Islamic Rep. of),New Zealand,522,34,0,0,0
2950,2010,Iraq,New Zealand,267,5,0,0,0
2951,2010,Israel,New Zealand,5,0,0,0,0
2952,2010,Jordan,New Zealand,15,0,0,0,0
2953,2010,Kyrgyzstan,New Zealand,9,0,0,0,0
2954,2010,Kuwait,New Zealand,52,0,0,0,0
2955,2010,Lao People's Dem. Rep.,New Zealand,5,0,0,0,0
2956,2010,Liberia,New Zealand,5,0,0,0,0
2957,2010,Libya,New Zealand,8,0,0,0,0
2958,2010,Lebanon,New Zealand,12,0,0,0,0
2959,2010,Sri Lanka,New Zealand,232,16,0,0,0
2960,2010,Madagascar,New Zealand,7,0,0,0,0
2961,2010,Malaysia,New Zealand,6,0,0,0,0
2962,2010,Mongolia,New Zealand,5,0,0,0,0
2963,2010,Morocco,New Zealand,5,0,0,0,0
2964,2010,Myanmar,New Zealand,45,0,0,0,0
2965,2010,Nepal,New Zealand,18,0,0,0,0
2966,2010,Nigeria,New Zealand,5,0,0,0,0
2967,2010,Pakistan,New Zealand,34,5,0,0,0
2968,2010,South Africa,New Zealand,5,17,0,0,0
2969,2010,Russian Federation,New Zealand,5,0,0,0,0
2970,2010,Rwanda,New Zealand,5,0,0,0,0
2971,2010,Saudi Arabia,New Zealand,16,6,0,0,0
2972,2010,Serbia and Kosovo: S/RES/1244 (1999),New Zealand,5,0,0,0,0
2973,2010,Sierra Leone,New Zealand,5,0,0,0,0
2974,2010,Somalia,New Zealand,67,0,0,0,0
2975,2010,Viet Nam,New Zealand,12,0,0,0,0
2976,2010,Sudan,New Zealand,20,0,0,0,0
2977,2010,Slovakia,New Zealand,7,0,0,0,0
2978,2010,Syrian Arab Rep.,New Zealand,36,0,0,0,0
2979,2010,Tunisia,New Zealand,5,0,0,0,0
2980,2010,Türkiye,New Zealand,21,0,0,0,0
2981,2010,Zimbabwe,New Zealand,139,5,0,0,0
2982,2010,Stateless,New Zealand,5,0,0,0,0
2983,2010,Unknown,New Zealand,111,0,0,0,0
2984,2010,Iraq,Oman,71,13,0,0,0
2985,2010,Syrian Arab Rep.,Oman,7,0,0,0,0
2986,2010,Afghanistan,Pakistan,1899842,1946,109383,0,0
2987,2010,Algeria,Pakistan,35,0,0,0,0
2988,2010,China,Pakistan,0,5,0,0,0
2989,2010,Ethiopia,Pakistan,5,0,0,0,0
2990,2010,Palestinian,Pakistan,5,0,0,0,0
2991,2010,Iran (Islamic Rep. of),Pakistan,64,53,0,0,0
2992,2010,Iraq,Pakistan,87,9,0,0,0
2993,2010,Myanmar,Pakistan,9,0,0,0,0
2994,2010,Pakistan,Pakistan,0,0,0,952035,1186889
2995,2010,Russian Federation,Pakistan,7,0,0,0,0
2996,2010,Rwanda,Pakistan,6,0,0,0,0
2997,2010,Somalia,Pakistan,537,74,0,0,0
2998,2010,Syrian Arab Rep.,Pakistan,8,0,0,0,0
2999,2010,Türkiye,Pakistan,6,0,0,0,0
3000,2010,Uzbekistan,Pakistan,8,6,0,0,0
3001,2010,Afghanistan,Panama,0,5,0,0,0
3002,2010,Bangladesh,Panama,0,29,0,0,0
3003,2010,Belarus,Panama,7,0,0,0,0
3004,2010,Bosnia and Herzegovina,Panama,5,0,0,0,0
3005,2010,Cameroon,Panama,5,5,0,0,0
3006,2010,Dem. Rep. of the Congo,Panama,5,0,0,0,0
3007,2010,Colombia,Panama,15432,217,5,0,0
3008,2010,Cuba,Panama,1093,21,0,0,0
3009,2010,Ecuador,Panama,0,5,0,0,0
3010,2010,Eritrea,Panama,0,36,0,0,0
3011,2010,Ethiopia,Panama,0,5,0,0,0
3012,2010,Guatemala,Panama,11,0,0,0,0
3013,2010,Haiti,Panama,11,0,0,0,0
3014,2010,Croatia,Panama,5,0,0,0,0
3015,2010,Iran (Islamic Rep. of),Panama,5,0,0,0,0
3016,2010,Liberia,Panama,5,0,0,0,0
3017,2010,Nepal,Panama,0,16,0,0,0
3018,2010,Nicaragua,Panama,172,8,0,0,0
3019,2010,Nigeria,Panama,10,20,0,0,0
3020,2010,Peru,Panama,21,0,0,0,0
3021,2010,El Salvador,Panama,269,5,0,0,0
3022,2010,Somalia,Panama,0,97,0,0,0
3023,2010,Sudan,Panama,5,0,0,0,0
3024,2010,Venezuela (Bolivarian Republic of),Panama,5,0,0,0,0
3025,2010,Stateless,Panama,0,0,0,0,0
3026,2010,Colombia,Paraguay,31,0,0,0,0
3027,2010,Cuba,Paraguay,52,0,0,0,0
3028,2010,Iraq,Paraguay,6,0,0,0,0
3029,2010,Russian Federation,Paraguay,8,0,0,0,0
3030,2010,Viet Nam,Paraguay,6,0,0,0,0
3031,2010,Bolivia (Plurinational State of),Peru,0,5,0,0,0
3032,2010,Bosnia and Herzegovina,Peru,6,0,0,0,0
3033,2010,Bulgaria,Peru,5,0,0,0,0
3034,2010,Colombia,Peru,307,143,0,0,0
3035,2010,Cuba,Peru,593,75,0,0,0
3036,2010,Czechia,Peru,5,0,0,0,0
3037,2010,Ecuador,Peru,5,0,0,0,0
3038,2010,Gambia,Peru,5,0,0,0,0
3039,2010,Palestinian,Peru,18,0,0,0,0
3040,2010,Haiti,Peru,10,5,0,0,0
3041,2010,Hungary,Peru,6,0,0,0,0
3042,2010,Iran (Islamic Rep. of),Peru,19,0,0,0,0
3043,2010,Iraq,Peru,16,0,0,0,0
3044,2010,Niger,Peru,0,5,0,0,0
3045,2010,Nigeria,Peru,0,5,0,0,0
3046,2010,Poland,Peru,5,0,0,0,0
3047,2010,South Africa,Peru,0,5,0,0,0
3048,2010,Russian Federation,Peru,17,0,0,0,0
3049,2010,Serbia and Kosovo: S/RES/1244 (1999),Peru,99,0,0,0,0
3050,2010,Sierra Leone,Peru,0,5,0,0,0
3051,2010,Venezuela (Bolivarian Republic of),Peru,13,9,0,0,0
3052,2010,China,Philippines,0,6,0,0,0
3053,2010,Palestinian,Philippines,18,10,0,0,0
3054,2010,Iran (Islamic Rep. of),Philippines,25,26,0,0,0
3055,2010,Iraq,Philippines,23,6,0,0,0
3056,2010,Jordan,Philippines,0,5,0,0,0
3057,2010,Lao People's Dem. Rep.,Philippines,143,0,0,0,0
3058,2010,Sri Lanka,Philippines,8,0,0,0,0
3059,2010,Myanmar,Philippines,0,5,0,0,0
3060,2010,Philippines,Philippines,0,0,0,139509,0
3061,2010,Rwanda,Philippines,6,0,0,0,0
3062,2010,Somalia,Philippines,5,0,0,0,0
3063,2010,Viet Nam,Philippines,5,0,0,0,0
3064,2010,Stateless,Philippines,5,0,0,0,0
3065,2010,Indonesia,Papua New Guinea,9689,0,0,0,0
3066,2010,Sri Lanka,Papua New Guinea,5,0,0,0,0
3067,2010,Viet Nam,Papua New Guinea,5,0,0,0,0
3068,2010,Afghanistan,Poland,76,15,0,0,0
3069,2010,Algeria,Poland,0,5,0,0,0
3070,2010,Egypt,Poland,0,11,0,0,0
3071,2010,Armenia,Poland,24,72,0,0,0
3072,2010,Azerbaijan,Poland,10,10,0,0,0
3073,2010,Bangladesh,Poland,0,18,0,0,0
3074,2010,Belarus,Poland,177,16,0,0,0
3075,2010,Cambodia,Poland,0,10,0,0,0
3076,2010,China,Poland,7,57,0,0,0
3077,2010,Cameroon,Poland,8,36,0,0,0
3078,2010,Congo,Poland,15,6,0,0,0
3079,2010,Dem. Rep. of the Congo,Poland,5,5,0,0,0
3080,2010,Cuba,Poland,7,6,0,0,0
3081,2010,Ethiopia,Poland,6,0,0,0,0
3082,2010,Palestinian,Poland,13,5,0,0,0
3083,2010,Georgia,Poland,11,586,0,0,0
3084,2010,Guinea,Poland,0,8,0,0,0
3085,2010,India,Poland,5,17,0,0,0
3086,2010,Iran (Islamic Rep. of),Poland,11,5,0,0,0
3087,2010,Iraq,Poland,111,19,0,0,0
3088,2010,Kazakhstan,Poland,8,0,0,0,0
3089,2010,Kyrgyzstan,Poland,0,22,0,0,0
3090,2010,Liberia,Poland,6,0,0,0,0
3091,2010,Lebanon,Poland,5,0,0,0,0
3092,2010,Sri Lanka,Poland,55,9,0,0,0
3093,2010,North Macedonia,Poland,0,5,0,0,0
3094,2010,Mongolia,Poland,5,10,0,0,0
3095,2010,Morocco,Poland,0,5,0,0,0
3096,2010,Nepal,Poland,7,23,0,0,0
3097,2010,Nigeria,Poland,11,20,0,0,0
3098,2010,Pakistan,Poland,20,27,0,0,0
3099,2010,Russian Federation,Poland,14730,956,0,0,0
3100,2010,Rwanda,Poland,5,0,0,0,0
3101,2010,Serbia and Kosovo: S/RES/1244 (1999),Poland,5,0,0,0,0
3102,2010,Senegal,Poland,5,0,0,0,0
3103,2010,Sierra Leone,Poland,5,0,0,0,0
3104,2010,Somalia,Poland,55,5,0,0,0
3105,2010,Viet Nam,Poland,11,23,0,0,0
3106,2010,Sudan,Poland,13,8,0,0,0
3107,2010,Syrian Arab Rep.,Poland,8,8,0,0,0
3108,2010,Turkmenistan,Poland,5,0,0,0,0
3109,2010,Togo,Poland,5,0,0,0,0
3110,2010,Tunisia,Poland,0,5,0,0,0
3111,2010,Türkiye,Poland,36,14,0,0,0
3112,2010,Uganda,Poland,0,5,0,0,0
3113,2010,Ukraine,Poland,20,16,0,0,0
3114,2010,Uzbekistan,Poland,6,23,0,0,0
3115,2010,Zimbabwe,Poland,5,0,0,0,0
3116,2010,Stateless,Poland,20,20,0,0,0
3117,2010,Afghanistan,Portugal,6,0,0,0,0
3118,2010,Angola,Portugal,5,5,0,0,0
3119,2010,Belarus,Portugal,13,0,0,0,0
3120,2010,Bosnia and Herzegovina,Portugal,0,5,0,0,0
3121,2010,Cameroon,Portugal,5,0,0,0,0
3122,2010,Dem. Rep. of the Congo,Portugal,33,6,0,0,0
3123,2010,Comoros,Portugal,18,0,0,0,0
3124,2010,Colombia,Portugal,63,5,0,0,0
3125,2010,Cuba,Portugal,19,0,0,0,0
3126,2010,Eritrea,Portugal,21,0,0,0,0
3127,2010,Ethiopia,Portugal,5,0,0,0,0
3128,2010,Guinea-Bissau,Portugal,6,7,0,0,0
3129,2010,Guinea,Portugal,21,8,0,0,0
3130,2010,Cote d'Ivoire,Portugal,6,0,0,0,0
3131,2010,India,Portugal,5,0,0,0,0
3132,2010,Iran (Islamic Rep. of),Portugal,6,5,0,0,0
3133,2010,Iraq,Portugal,6,0,0,0,0
3134,2010,Kazakhstan,Portugal,5,0,0,0,0
3135,2010,Liberia,Portugal,5,0,0,0,0
3136,2010,Sri Lanka,Portugal,18,5,0,0,0
3137,2010,Mongolia,Portugal,6,0,0,0,0
3138,2010,Myanmar,Portugal,5,0,0,0,0
3139,2010,Nigeria,Portugal,6,0,0,0,0
3140,2010,Pakistan,Portugal,0,5,0,0,0
3141,2010,Russian Federation,Portugal,7,5,0,0,0
3142,2010,Sierra Leone,Portugal,20,5,0,0,0
3143,2010,Somalia,Portugal,24,0,0,0,0
3144,2010,Uzbekistan,Portugal,5,0,0,0,0
3145,2010,Zimbabwe,Portugal,5,0,0,0,0
3146,2010,Stateless,Portugal,0,0,0,0,0
3147,2010,Unknown,Portugal,24,0,0,0,0
3148,2010,Iraq,Qatar,38,15,0,0,0
3149,2010,Somalia,Qatar,5,0,0,0,0
3150,2010,Syrian Arab Rep.,Qatar,8,0,0,0,0
3151,2010,Stateless,Qatar,0,0,0,0,0
3152,2010,Afghanistan,Romania,75,28,0,0,0
3153,2010,Algeria,Romania,0,5,0,0,0
3154,2010,Egypt,Romania,10,6,0,0,0
3155,2010,Armenia,Romania,0,5,0,0,0
3156,2010,Bangladesh,Romania,0,15,0,0,0
3157,2010,China,Romania,5,66,0,0,0
3158,2010,Cameroon,Romania,13,29,0,0,0
3159,2010,Congo,Romania,36,5,0,0,0
3160,2010,Dem. Rep. of the Congo,Romania,6,15,0,0,0
3161,2010,Cuba,Romania,0,5,0,0,0
3162,2010,Ecuador,Romania,5,0,0,0,0
3163,2010,Eritrea,Romania,5,0,0,0,0
3164,2010,Ethiopia,Romania,6,0,0,0,0
3165,2010,Palestinian,Romania,21,9,0,0,0
3166,2010,Georgia,Romania,5,5,0,0,0
3167,2010,Guinea,Romania,6,0,0,0,0
3168,2010,Cote d'Ivoire,Romania,5,0,0,0,0
3169,2010,India,Romania,0,11,0,0,0
3170,2010,Iran (Islamic Rep. of),Romania,47,25,0,0,0
3171,2010,Iraq,Romania,483,9,0,0,0
3172,2010,Jordan,Romania,8,0,0,0,0
3173,2010,Liberia,Romania,5,0,0,0,0
3174,2010,Lebanon,Romania,7,0,0,0,0
3175,2010,Sri Lanka,Romania,5,0,0,0,0
3176,2010,Rep. of Moldova,Romania,9,17,0,0,0
3177,2010,Morocco,Romania,0,10,0,0,0
3178,2010,Myanmar,Romania,44,0,0,0,0
3179,2010,Nigeria,Romania,5,13,0,0,0
3180,2010,Pakistan,Romania,6,26,0,0,0
3181,2010,Russian Federation,Romania,5,0,0,0,0
3182,2010,Serbia and Kosovo: S/RES/1244 (1999),Romania,20,0,0,0,0
3183,2010,Senegal,Romania,5,5,0,0,0
3184,2010,Sierra Leone,Romania,5,0,0,0,0
3185,2010,Somalia,Romania,89,10,0,0,0
3186,2010,Sudan,Romania,12,5,0,0,0
3187,2010,Syrian Arab Rep.,Romania,21,13,0,0,0
3188,2010,Türkiye,Romania,40,25,0,0,0
3189,2010,Ukraine,Romania,0,5,0,0,0
3190,2010,Stateless,Romania,5,5,0,0,0
3191,2010,Afghanistan,South Africa,18,0,0,0,0
3192,2010,Angola,South Africa,5808,0,0,0,0
3193,2010,Burundi,South Africa,2412,0,9,0,0
3194,2010,Bangladesh,South Africa,82,0,0,0,0
3195,2010,Bosnia and Herzegovina,South Africa,27,0,0,0,0
3196,2010,Cameroon,South Africa,134,0,0,0,0
3197,2010,Congo,South Africa,2172,0,0,0,0
3198,2010,Dem. Rep. of the Congo,South Africa,12973,0,15,0,0
3199,2010,Eritrea,South Africa,415,0,0,0,0
3200,2010,Ethiopia,South Africa,3398,0,0,0,0
3201,2010,Palestinian,South Africa,5,0,0,0,0
3202,2010,Ghana,South Africa,9,0,0,0,0
3203,2010,Cote d'Ivoire,South Africa,10,0,0,0,0
3204,2010,India,South Africa,5,0,0,0,0
3205,2010,Iraq,South Africa,5,0,0,0,0
3206,2010,Kenya,South Africa,52,0,0,0,0
3207,2010,Kyrgyzstan,South Africa,18,0,0,0,0
3208,2010,Liberia,South Africa,214,0,0,0,0
3209,2010,Malawi,South Africa,11,0,0,0,0
3210,2010,Nigeria,South Africa,34,0,0,0,0
3211,2010,Pakistan,South Africa,37,0,0,0,0
3212,2010,Poland,South Africa,5,0,0,0,0
3213,2010,Rwanda,South Africa,1374,0,5,0,0
3214,2010,Serbia and Kosovo: S/RES/1244 (1999),South Africa,34,0,0,0,0
3215,2010,Sierra Leone,South Africa,53,0,0,0,0
3216,2010,Solomon Islands,South Africa,5,0,0,0,0
3217,2010,Somalia,South Africa,15186,0,0,0,0
3218,2010,Sudan,South Africa,179,0,0,0,0
3219,2010,United Rep. of Tanzania,South Africa,139,0,0,0,0
3220,2010,Uganda,South Africa,134,0,0,0,0
3221,2010,Yemen,South Africa,5,0,0,0,0
3222,2010,Zambia,South Africa,19,0,0,0,0
3223,2010,Zimbabwe,South Africa,1100,0,103,0,0
3224,2010,Unknown,South Africa,11827,171702,0,0,0
3225,2010,Afghanistan,Russian Federation,1953,597,38,0,0
3226,2010,Angola,Russian Federation,18,5,0,0,0
3227,2010,Egypt,Russian Federation,9,9,0,0,0
3228,2010,Armenia,Russian Federation,0,5,0,0,0
3229,2010,Azerbaijan,Russian Federation,17,10,0,0,0
3230,2010,Bangladesh,Russian Federation,5,0,0,0,0
3231,2010,Belarus,Russian Federation,0,5,0,0,0
3232,2010,Cambodia,Russian Federation,0,10,0,0,0
3233,2010,China,Russian Federation,5,0,0,0,0
3234,2010,Congo,Russian Federation,8,5,0,0,0
3235,2010,Dem. Rep. of the Congo,Russian Federation,14,5,0,0,0
3236,2010,Cuba,Russian Federation,6,5,0,0,0
3237,2010,Eritrea,Russian Federation,11,0,0,0,0
3238,2010,Ethiopia,Russian Federation,11,5,0,0,0
3239,2010,Palestinian,Russian Federation,18,7,0,0,0
3240,2010,Georgia,Russian Federation,2478,534,0,0,0
3241,2010,Guinea,Russian Federation,0,5,0,0,0
3242,2010,India,Russian Federation,5,0,0,0,0
3243,2010,Iran (Islamic Rep. of),Russian Federation,13,0,0,0,0
3244,2010,Iraq,Russian Federation,82,6,0,0,0
3245,2010,Kazakhstan,Russian Federation,5,5,0,0,0
3246,2010,Kyrgyzstan,Russian Federation,8,96,0,0,0
3247,2010,Dem. People's Rep. of Korea,Russian Federation,14,16,0,0,0
3248,2010,Liberia,Russian Federation,5,0,0,0,0
3249,2010,Lebanon,Russian Federation,5,0,0,0,0
3250,2010,Sri Lanka,Russian Federation,5,0,0,0,0
3251,2010,Rep. of Moldova,Russian Federation,5,0,0,0,0
3252,2010,Pakistan,Russian Federation,5,0,0,0,0
3253,2010,Russian Federation,Russian Federation,0,0,0,75371,758
3254,2010,Rwanda,Russian Federation,5,0,0,0,0
3255,2010,Serbia and Kosovo: S/RES/1244 (1999),Russian Federation,0,5,0,0,0
3256,2010,Somalia,Russian Federation,20,12,0,0,0
3257,2010,Viet Nam,Russian Federation,5,0,0,0,0
3258,2010,Sudan,Russian Federation,9,0,0,0,0
3259,2010,Syrian Arab Rep.,Russian Federation,5,0,0,0,0
3260,2010,Tajikistan,Russian Federation,28,15,0,0,0
3261,2010,Turkmenistan,Russian Federation,9,5,0,0,0
3262,2010,Türkiye,Russian Federation,0,6,0,0,0
3263,2010,Ukraine,Russian Federation,15,6,0,0,0
3264,2010,United States of America,Russian Federation,5,0,0,0,0
3265,2010,Uzbekistan,Russian Federation,95,53,0,0,0
3266,2010,Stateless,Russian Federation,0,0,0,0,0
3267,2010,Unknown,Russian Federation,23,0,0,0,0
3268,2010,Angola,Rwanda,5,0,0,0,0
3269,2010,Burundi,Rwanda,341,27,0,0,0
3270,2010,Chad,Rwanda,7,0,0,0,0
3271,2010,Dem. Rep. of the Congo,Rwanda,55027,257,0,0,0
3272,2010,Ethiopia,Rwanda,5,0,0,0,0
3273,2010,Somalia,Rwanda,8,0,0,0,0
3274,2010,Uganda,Rwanda,5,0,0,0,0
3275,2010,Colombia,El Salvador,5,0,0,0,0
3276,2010,Honduras,El Salvador,7,18,0,0,0
3277,2010,Nicaragua,El Salvador,27,0,0,0,0
3278,2010,Egypt,Saudi Arabia,0,5,0,0,0
3279,2010,China,Saudi Arabia,14,5,0,0,0
3280,2010,Eritrea,Saudi Arabia,379,0,0,0,0
3281,2010,Ethiopia,Saudi Arabia,9,0,0,0,0
3282,2010,Palestinian,Saudi Arabia,25,0,0,0,0
3283,2010,Iraq,Saudi Arabia,39,41,0,0,0
3284,2010,Liberia,Saudi Arabia,27,0,0,0,0
3285,2010,Somalia,Saudi Arabia,20,19,0,0,0
3286,2010,Sudan,Saudi Arabia,38,8,0,0,0
3287,2010,Syrian Arab Rep.,Saudi Arabia,14,7,0,0,0
3288,2010,Tunisia,Saudi Arabia,6,0,0,0,0
3289,2010,Uzbekistan,Saudi Arabia,7,0,0,0,0
3290,2010,Stateless,Saudi Arabia,0,0,0,0,0
3291,2010,Afghanistan,Serbia and Kosovo: S/RES/1244 (1999),0,100,0,0,0
3292,2010,Bosnia and Herzegovina,Serbia and Kosovo: S/RES/1244 (1999),21047,0,0,0,0
3293,2010,Dem. Rep. of the Congo,Serbia and Kosovo: S/RES/1244 (1999),0,8,0,0,0
3294,2010,Palestinian,Serbia and Kosovo: S/RES/1244 (1999),0,33,0,0,0
3295,2010,Croatia,Serbia and Kosovo: S/RES/1244 (1999),52483,0,65,0,0
3296,2010,Iran (Islamic Rep. of),Serbia and Kosovo: S/RES/1244 (1999),0,5,0,0,0
3297,2010,Iraq,Serbia and Kosovo: S/RES/1244 (1999),32,22,0,0,0
3298,2010,North Macedonia,Serbia and Kosovo: S/RES/1244 (1999),37,0,0,0,0
3299,2010,Pakistan,Serbia and Kosovo: S/RES/1244 (1999),0,5,0,0,0
3300,2010,Serbia and Kosovo: S/RES/1244 (1999),Serbia and Kosovo: S/RES/1244 (1999),0,0,0,228442,1803
3301,2010,Somalia,Serbia and Kosovo: S/RES/1244 (1999),0,16,0,0,0
3302,2010,Sudan,Serbia and Kosovo: S/RES/1244 (1999),0,5,0,0,0
3303,2010,Türkiye,Serbia and Kosovo: S/RES/1244 (1999),5,0,0,0,0
3304,2010,Stateless,Serbia and Kosovo: S/RES/1244 (1999),0,0,0,0,0
3305,2010,Algeria,Senegal,9,10,0,0,0
3306,2010,Angola,Senegal,0,12,0,0,0
3307,2010,Burundi,Senegal,51,14,0,0,0
3308,2010,Benin,Senegal,0,5,0,0,0
3309,2010,Central African Rep.,Senegal,0,16,5,0,0
3310,2010,Chad,Senegal,22,36,5,0,0
3311,2010,Cameroon,Senegal,11,37,0,0,0
3312,2010,Congo,Senegal,19,225,0,0,0
3313,2010,Dem. Rep. of the Congo,Senegal,20,218,0,0,0
3314,2010,Eritrea,Senegal,0,8,0,0,0
3315,2010,Ethiopia,Senegal,0,5,0,0,0
3316,2010,Gambia,Senegal,0,93,0,0,0
3317,2010,Ghana,Senegal,0,30,0,0,0
3318,2010,Guinea-Bissau,Senegal,0,93,0,0,0
3319,2010,Guinea,Senegal,12,92,0,0,0
3320,2010,Cote d'Ivoire,Senegal,58,238,5,0,0
3321,2010,India,Senegal,0,5,0,0,0
3322,2010,Liberia,Senegal,233,389,0,0,0
3323,2010,Sri Lanka,Senegal,0,81,0,0,0
3324,2010,Mauritania,Senegal,19937,67,1391,0,0
3325,2010,Niger,Senegal,0,5,0,0,0
3326,2010,Nigeria,Senegal,7,352,0,0,0
3327,2010,Rwanda,Senegal,286,10,0,0,0
3328,2010,Sierra Leone,Senegal,0,14,0,0,0
3329,2010,Somalia,Senegal,5,11,0,0,0
3330,2010,Sudan,Senegal,0,8,0,0,0
3331,2010,Togo,Senegal,0,69,0,0,0
3332,2010,Unknown,Senegal,0,31,0,0,0
3333,2010,Myanmar,Singapore,5,0,0,0,0
3334,2010,Equatorial Guinea,Sierra Leone,5,0,0,0,0
3335,2010,Cote d'Ivoire,Sierra Leone,16,45,0,0,0
3336,2010,Liberia,Sierra Leone,8341,0,38,0,0
3337,2010,Mali,Sierra Leone,0,6,0,0,0
3338,2010,Nigeria,Sierra Leone,0,142,0,0,0
3339,2010,Sudan,Sierra Leone,0,11,0,0,0
3340,2010,Bangladesh,Somalia,5,0,0,0,0
3341,2010,Dem. Rep. of the Congo,Somalia,5,5,0,0,0
3342,2010,Eritrea,Somalia,37,25,0,0,0
3343,2010,Ethiopia,Somalia,1882,24054,0,0,0
3344,2010,Somalia,Somalia,0,0,0,1463780,0
3345,2010,United Rep. of Tanzania,Somalia,0,10,0,0,0
3346,2010,Yemen,Somalia,5,10,0,0,0
3347,2010,Unknown,Somalia,0,7,0,0,0
3348,2010,Afghanistan,Spain,59,17,0,0,0
3349,2010,Albania,Spain,14,0,0,0,0
3350,2010,Algeria,Spain,57,41,0,0,0
3351,2010,Angola,Spain,29,12,0,0,0
3352,2010,Egypt,Spain,7,0,0,0,0
3353,2010,Armenia,Spain,105,21,0,0,0
3354,2010,Azerbaijan,Spain,34,6,0,0,0
3355,2010,Burundi,Spain,5,5,0,0,0
3356,2010,Benin,Spain,0,8,0,0,0
3357,2010,Bangladesh,Spain,11,0,0,0,0
3358,2010,Burkina Faso,Spain,7,7,0,0,0
3359,2010,Belarus,Spain,31,0,0,0,0
3360,2010,Bolivia (Plurinational State of),Spain,5,7,0,0,0
3361,2010,Central African Rep.,Spain,0,9,0,0,0
3362,2010,Chad,Spain,0,5,0,0,0
3363,2010,China,Spain,12,5,0,0,0
3364,2010,Chile,Spain,0,8,0,0,0
3365,2010,Cameroon,Spain,14,156,0,0,0
3366,2010,Congo,Spain,8,28,0,0,0
3367,2010,Dem. Rep. of the Congo,Spain,114,194,0,0,0
3368,2010,Colombia,Spain,782,401,0,0,0
3369,2010,Cuba,Spain,422,185,0,0,0
3370,2010,Ecuador,Spain,5,0,0,0,0
3371,2010,Equatorial Guinea,Spain,160,26,0,0,0
3372,2010,Eritrea,Spain,16,24,0,0,0
3373,2010,Ethiopia,Spain,71,19,0,0,0
3374,2010,Gabon,Spain,5,5,0,0,0
3375,2010,Gambia,Spain,8,59,0,0,0
3376,2010,Palestinian,Spain,111,41,0,0,0
3377,2010,Georgia,Spain,34,23,0,0,0
3378,2010,Ghana,Spain,0,20,0,0,0
3379,2010,Guinea-Bissau,Spain,0,16,0,0,0
3380,2010,Guatemala,Spain,0,8,0,0,0
3381,2010,Guinea,Spain,10,206,0,0,0
3382,2010,Haiti,Spain,17,0,0,0,0
3383,2010,Honduras,Spain,14,18,0,0,0
3384,2010,Cote d'Ivoire,Spain,164,241,0,0,0
3385,2010,India,Spain,5,9,0,0,0
3386,2010,Iran (Islamic Rep. of),Spain,50,39,0,0,0
3387,2010,Iraq,Spain,263,29,0,0,0
3388,2010,Jordan,Spain,10,0,0,0,0
3389,2010,Kazakhstan,Spain,5,0,0,0,0
3390,2010,Kenya,Spain,0,5,0,0,0
3391,2010,Kyrgyzstan,Spain,0,13,0,0,0
3392,2010,Liberia,Spain,25,22,0,0,0
3393,2010,Lebanon,Spain,0,5,0,0,0
3394,2010,Sri Lanka,Spain,41,40,0,0,0
3395,2010,Latvia,Spain,5,0,0,0,0
3396,2010,Mauritania,Spain,7,25,0,0,0
3397,2010,Rep. of Moldova,Spain,9,0,0,0,0
3398,2010,Mexico,Spain,8,10,0,0,0
3399,2010,Mali,Spain,0,6,0,0,0
3400,2010,Morocco,Spain,29,32,0,0,0
3401,2010,Nepal,Spain,5,0,0,0,0
3402,2010,Niger,Spain,0,8,0,0,0
3403,2010,Nicaragua,Spain,0,23,0,0,0
3404,2010,Nigeria,Spain,31,257,0,0,0
3405,2010,Pakistan,Spain,85,34,0,0,0
3406,2010,Panama,Spain,0,5,0,0,0
3407,2010,Peru,Spain,11,0,0,0,0
3408,2010,Romania,Spain,5,0,0,0,0
3409,2010,Russian Federation,Spain,377,22,0,0,0
3410,2010,Rwanda,Spain,15,25,0,0,0
3411,2010,El Salvador,Spain,0,10,0,0,0
3412,2010,Serbia and Kosovo: S/RES/1244 (1999),Spain,41,0,0,0,0
3413,2010,Senegal,Spain,0,32,0,0,0
3414,2010,Sierra Leone,Spain,49,29,0,0,0
3415,2010,Somalia,Spain,78,79,0,0,0
3416,2010,Viet Nam,Spain,6,0,0,0,0
3417,2010,Sudan,Spain,11,17,0,0,0
3418,2010,Syrian Arab Rep.,Spain,35,12,0,0,0
3419,2010,Togo,Spain,8,12,0,0,0
